prior	business	0.22942643391521197
prior	entertainment	0.17356608478802993
prior	politics	0.18753117206982545
prior	sports	0.22942643391521197
prior	tech	0.1800498753117207
Likelihood	politics	trouble-shooter	1.0
Likelihood	politics	savings.	0.8
Likelihood	sport	fold	0.5
Likelihood	sport	euan	1.0
Likelihood	sport	eight-week	1.0
Likelihood	sport	stamping	0.5
Likelihood	sport	belt	1.0
Likelihood	sport	backs:	1.0
Likelihood	sport	(edinburgh	1.0
Likelihood	sport	(glasgow	1.0
Likelihood	sport	borders)	0.75
Likelihood	sport	rollo	1.0
Likelihood	sport	godman	1.0
Likelihood	entertainment	calvin	0.5
Likelihood	sport	howarth	1.0
Likelihood	sport	hinshelwood	1.0
Likelihood	sport	(worcester	1.0
Likelihood	sport	warriors)	1.0
Likelihood	sport	(leeds	1.0
Likelihood	sport	tykes)	1.0
Likelihood	sport	forwards:	1.0
Likelihood	sport	(northampton	1.0
Likelihood	sport	saints)	1.0
Likelihood	sport	(captain	1.0
Likelihood	sport	callam	1.0
Likelihood	sport	fullarton	1.0
Likelihood	sport	(saracens)	1.0
Likelihood	sport	(newcastle	1.0
Likelihood	sport	falcons)	1.0
Likelihood	sport	(london	1.0
Likelihood	sport	irish)	1.0
Likelihood	sport	sharks).	1.0
Likelihood	entertainment	brookside	1.0
Likelihood	entertainment	keaveney	1.0
Likelihood	entertainment	runcorn	1.0
Likelihood	entertainment	nellie	1.0
Likelihood	entertainment	fridges	1.0
Likelihood	entertainment	clunes	1.0
Likelihood	entertainment	wives	0.5
Likelihood	entertainment	sheila	1.0
Likelihood	entertainment	gimme	0.6666666666666666
Likelihood	entertainment	gimme.	1.0
Likelihood	entertainment	neaptide	1.0
Likelihood	tech	voice.	0.75
Likelihood	business	loan.	0.6666666666666666
Likelihood	sport	royce	1.0
Likelihood	sport	generoso	1.0
Likelihood	sport	rossi.	1.0
Likelihood	sport	holloway	1.0
Likelihood	politics	permanently	0.5714285714285714
Likelihood	sport	ipswich.	1.0
Likelihood	sport	loftus	1.0
Likelihood	politics	precisely-calculated	1.0
Likelihood	politics	resolutely	1.0
Likelihood	entertainment	depressing	0.3333333333333333
Likelihood	politics	showings.	1.0
Likelihood	politics	swim	1.0
Likelihood	politics	dismissive.	1.0
Likelihood	sport	hernia.	1.0
Likelihood	sport	hernia	1.0
Likelihood	sport	yesterday.	1.0
Likelihood	sport	scans	0.5
Likelihood	sport	substituted	1.0
Likelihood	sport	graz	1.0
Likelihood	sport	ak	1.0
Likelihood	sport	equaliser.	1.0
Likelihood	sport	teessiders	1.0
Likelihood	sport	gaizka	1.0
Likelihood	sport	mendieta	1.0
Likelihood	sport	periods.	1.0
Likelihood	sport	2115	1.0
Likelihood	sport	houllier	1.0
Likelihood	sport	perreira.	1.0
Likelihood	sport	recharged.	1.0
Likelihood	sport	cleverly.	1.0
Likelihood	sport	leagues.	1.0
Likelihood	entertainment	fockers	1.0
Likelihood	entertainment	barbra	1.0
Likelihood	entertainment	streisand	1.0
Likelihood	entertainment	(£15.2m)	1.0
Likelihood	entertainment	204.3m	1.0
Likelihood	entertainment	(£109m).	1.0
Likelihood	entertainment	(£12.8m)	1.0
Likelihood	entertainment	reviews.	1.0
Likelihood	entertainment	$7.6m	1.0
Likelihood	entertainment	$42.9m	1.0
Likelihood	entertainment	(£22.8m).	1.0
Likelihood	entertainment	$7.4m	1.0
Likelihood	entertainment	(£3.9m).	1.0
Likelihood	entertainment	(£53.2m)	1.0
Likelihood	entertainment	live-action	1.0
Likelihood	entertainment	cosby	1.0
Likelihood	entertainment	(£2.6m).	1.0
Likelihood	entertainment	$5.4m	1.0
Likelihood	tech	non-us	0.6
Likelihood	entertainment	$17.7m	1.0
Likelihood	entertainment	(£9.4m)	1.0
Likelihood	entertainment	$137m	1.0
Likelihood	entertainment	(£73m).	1.0
Likelihood	entertainment	(£160m)	1.0
Likelihood	entertainment	$19.35m	1.0
Likelihood	entertainment	(£10.2m).	1.0
Likelihood	sport	examines	1.0
Likelihood	sport	26.2	1.0
Likelihood	sport	psychologist	1.0
Likelihood	sport	madness.	1.0
Likelihood	sport	accomplishment.	1.0
Likelihood	sport	has-been	1.0
Likelihood	sport	repercussions	1.0
Likelihood	sport	esteem	0.6666666666666666
Likelihood	sport	olympians.	1.0
Likelihood	sport	liz	1.0
Likelihood	sport	impulsive	1.0
Likelihood	sport	tick-list	1.0
Likelihood	sport	redemption.	1.0
Likelihood	sport	staten	1.0
Likelihood	sport	undulating	1.0
Likelihood	business	reserves.	0.8571428571428571
Likelihood	sport	runner.	1.0
Likelihood	sport	paula.	1.0
Likelihood	sport	radcliffe.	1.0
Likelihood	sport	equation.	1.0
Likelihood	sport	adversity	1.0
Likelihood	politics	depict	1.0
Likelihood	politics	fagin.	1.0
Likelihood	politics	hypnotising	1.0
Likelihood	politics	anti-tory.	1.0
Likelihood	politics	blackboard	1.0
Likelihood	business	reading:	0.5
Likelihood	politics	2+2=5	1.0
Likelihood	politics	hypnotism	1.0
Likelihood	politics	dickens	1.0
Likelihood	politics	oliver!	1.0
Likelihood	politics	pigs.	0.5714285714285714
Likelihood	politics	anti-semitism	1.0
Likelihood	politics	abusive	0.8
Likelihood	tech	pity	0.6666666666666666
Likelihood	politics	preaches.	1.0
Likelihood	politics	ned	1.0
Likelihood	politics	temko	1.0
Likelihood	politics	inextricably	1.0
Likelihood	entertainment	notions	0.5
Likelihood	politics	centuries-old	1.0
Likelihood	entertainment	meaning.	0.3333333333333333
Likelihood	politics	cock-up	1.0
Likelihood	politics	campaigns.	1.0
Likelihood	politics	ellman	1.0
Likelihood	politics	insensitive	1.0
Likelihood	politics	misunderstood.	0.5
Likelihood	politics	hypnotist	1.0
Likelihood	politics	theme...	1.0
Likelihood	sport	jonas	0.5
Likelihood	sport	bjorkman.	1.0
Likelihood	sport	arnaud	0.6666666666666666
Likelihood	sport	santoro.	1.0
Likelihood	sport	martinez.	1.0
Likelihood	sport	competitor.	1.0
Likelihood	sport	guessing	1.0
Likelihood	sport	five-set	1.0
Likelihood	sport	eighth-seeded	1.0
Likelihood	sport	edmondson	1.0
Likelihood	sport	1976.	0.5
Likelihood	sport	opponent.	1.0
Likelihood	sport	third-ranked	1.0
Likelihood	sport	bronchitis	1.0
Likelihood	sport	eleni	1.0
Likelihood	sport	daniilidou	1.0
Likelihood	business	greece.	0.6666666666666666
Likelihood	sport	frenchwoman	1.0
Likelihood	sport	camille	1.0
Likelihood	sport	samantha	1.0
Likelihood	sport	stosur.	1.0
Likelihood	sport	(switzerland)	1.0
Likelihood	sport	(australia)	1.0
Likelihood	sport	(russia)	1.0
Likelihood	sport	(spain)	1.0
Likelihood	sport	(britain)	1.0
Likelihood	sport	nalbandian	1.0
Likelihood	sport	(sweden)	1.0
Likelihood	sport	grosjean	1.0
Likelihood	business	andrei	0.3333333333333333
Likelihood	sport	pavel	1.0
Likelihood	sport	(romania)	1.0
Likelihood	sport	(chile)	1.0
Likelihood	sport	(slovakia)	1.0
Likelihood	sport	(croatia)	1.0
Likelihood	sport	davydenko	1.0
Likelihood	sport	(thailand)	1.0
Likelihood	sport	(austria)	1.0
Likelihood	sport	nadia	0.75
Likelihood	sport	petrova	1.0
Likelihood	sport	karolina	1.0
Likelihood	sport	sprem	1.0
Likelihood	sport	francesca	0.6666666666666666
Likelihood	sport	schiavone	1.0
Likelihood	sport	silvia	1.0
Likelihood	sport	farina	1.0
Likelihood	sport	elia	1.0
Likelihood	sport	sugiyama	1.0
Likelihood	sport	fabiola	1.0
Likelihood	sport	zuluaga	1.0
Likelihood	sport	likhovtseva	1.0
Likelihood	entertainment	tatiana	0.5
Likelihood	sport	golovin	1.0
Likelihood	sport	frazier	1.0
Likelihood	sport	magdalena	1.0
Likelihood	sport	maleeva	1.0
Likelihood	sport	(bulgaria)	1.0
Likelihood	sport	(serbia	1.0
Likelihood	sport	montenegro)	1.0
Likelihood	sport	smashnova	1.0
Likelihood	sport	shinobu	1.0
Likelihood	sport	asagoe	1.0
Likelihood	sport	flavia	1.0
Likelihood	sport	pennetta	1.0
Likelihood	sport	kostanic	1.0
Likelihood	sport	iveta	1.0
Likelihood	sport	benesova	1.0
Likelihood	sport	27-27	1.0
Likelihood	sport	27-22	1.0
Likelihood	sport	narraway	1.0
Likelihood	sport	seti	1.0
Likelihood	sport	kiole	1.0
Likelihood	sport	walder	1.0
Likelihood	sport	mayerholfer	1.0
Likelihood	sport	22.	1.0
Likelihood	sport	popped	1.0
Likelihood	sport	halfway.	1.0
Likelihood	sport	scorch	1.0
Likelihood	sport	lifeline.	1.0
Likelihood	sport	mayerhofler	1.0
Likelihood	business	30m	0.5
Likelihood	sport	22-20	1.0
Likelihood	sport	scythed	1.0
Likelihood	sport	27-27.	1.0
Likelihood	sport	walder;	1.0
Likelihood	sport	stephenson;	1.0
Likelihood	sport	grindal;	1.0
Likelihood	sport	isaacson	1.0
Likelihood	sport	ward;	1.0
Likelihood	sport	hamilton;	1.0
Likelihood	sport	dowson.	1.0
Likelihood	sport	parling	1.0
Likelihood	sport	sititi	1.0
Likelihood	business	shaw.	0.5
Likelihood	sport	goodridge;	1.0
Likelihood	sport	garvey	1.0
Likelihood	sport	fanolua	1.0
Likelihood	sport	kiole;	1.0
Likelihood	sport	gomarsall;	1.0
Likelihood	sport	curnier	1.0
Likelihood	sport	powell;	1.0
Likelihood	sport	eustace	1.0
Likelihood	sport	brown;	1.0
Likelihood	sport	balding.	1.0
Likelihood	sport	elloway	1.0
Likelihood	sport	sigley	1.0
Likelihood	sport	cornwell	1.0
Likelihood	sport	mauger.	1.0
Likelihood	business	plunges	1.0
Likelihood	business	£51.6m	1.0
Likelihood	business	£1.2m.	1.0
Likelihood	business	geological	1.0
Likelihood	business	mines	1.0
Likelihood	business	worsening	1.0
Likelihood	business	spindler	1.0
Likelihood	business	119	1.0
Likelihood	business	conditions.	0.8333333333333334
Likelihood	business	transitional	0.5
Likelihood	business	£1.30	1.0
Likelihood	business	gigajoule	1.0
Likelihood	business	£1.18	1.0
Likelihood	business	gigajoule.	1.0
Likelihood	business	spindler.	1.0
Likelihood	business	nottinghamshire	1.0
Likelihood	business	derbyshire	1.0
Likelihood	business	northumberland	1.0
Likelihood	tech	codenamed	1.0
Likelihood	tech	xenon	1.0
Likelihood	tech	(gdc)	1.0
Likelihood	tech	gdc.	1.0
Likelihood	tech	(e3)	1.0
Likelihood	tech	marketers	1.0
Likelihood	tech	developers.	1.0
Likelihood	tech	19.9	1.0
Likelihood	tech	lifestyle.	1.0
Likelihood	tech	hard-fought.	1.0
Likelihood	tech	hubs.	1.0
Likelihood	tech	(ea)	0.6666666666666666
Likelihood	business	kits	0.5
Likelihood	tech	kits.	1.0
Likelihood	tech	[than	1.0
Likelihood	tech	2]	1.0
Likelihood	entertainment	dom	1.0
Likelihood	entertainment	bungalow	1.0
Likelihood	entertainment	mccourt	1.0
Likelihood	entertainment	playschool	1.0
Likelihood	entertainment	floella	1.0
Likelihood	entertainment	benjamin	1.0
Likelihood	entertainment	american-themed	1.0
Likelihood	entertainment	joko!	1.0
Likelihood	entertainment	jakamoko!	1.0
Likelihood	entertainment	toto!	1.0
Likelihood	entertainment	pre-school	1.0
Likelihood	entertainment	collingwood	1.0
Likelihood	entertainment	debbie	1.0
Likelihood	entertainment	isitt	1.0
Likelihood	entertainment	jacqueline	1.0
Likelihood	entertainment	illustrated	0.5
Likelihood	entertainment	drama.	0.6666666666666666
Likelihood	entertainment	(primary)	1.0
Likelihood	entertainment	skills:	1.0
Likelihood	entertainment	(secondary)	1.0
Likelihood	entertainment	turban	1.0
Likelihood	entertainment	balamory	1.0
Likelihood	entertainment	brush	0.4
Likelihood	entertainment	featherboy	1.0
Likelihood	politics	plotting	0.75
Likelihood	politics	concession	0.6666666666666666
Likelihood	politics	quash	1.0
Likelihood	politics	follett	1.0
Likelihood	business	apartheid	0.5
Likelihood	politics	hour:	1.0
Likelihood	politics	services...	1.0
Likelihood	politics	surveying	0.5
Likelihood	politics	doubt.	0.6666666666666666
Likelihood	entertainment	travesty	0.5
Likelihood	politics	perversion	1.0
Likelihood	politics	unpalatable	1.0
Likelihood	tech	warns.	1.0
Likelihood	tech	hasson	1.0
Likelihood	tech	tiga	1.0
Likelihood	tech	adapt.	1.0
Likelihood	tech	cull	1.0
Likelihood	tech	codemasters	1.0
Likelihood	politics	rebellion.	0.5
Likelihood	tech	kingsley	1.0
Likelihood	politics	rebellion	0.8
Likelihood	sport	gardner	0.5
Likelihood	tech	editors.	1.0
Likelihood	tech	upfront	1.0
Likelihood	tech	business-like	1.0
Likelihood	tech	coding	1.0
Likelihood	entertainment	screenings.	1.0
Likelihood	entertainment	screenings	1.0
Likelihood	entertainment	churches.	1.0
Likelihood	entertainment	(£322m)	1.0
Likelihood	entertainment	tighten	0.3333333333333333
Likelihood	entertainment	pierson	1.0
Likelihood	politics	appreciation	0.6666666666666666
Likelihood	entertainment	excellence	0.5
Likelihood	politics	crass	0.6
Likelihood	entertainment	commercialisation	1.0
Likelihood	politics	subsidised	0.6666666666666666
Likelihood	politics	lull	1.0
Likelihood	politics	highly.	1.0
Likelihood	politics	prolonging	1.0
Likelihood	politics	massacre.	1.0
Likelihood	entertainment	kite	1.0
Likelihood	entertainment	imprisonment.	1.0
Likelihood	entertainment	accuser	1.0
Likelihood	entertainment	bashir	1.0
Likelihood	entertainment	jackson.	1.0
Likelihood	entertainment	whore	1.0
Likelihood	entertainment	schaffel	1.0
Likelihood	entertainment	staying.	1.0
Likelihood	entertainment	legrand	1.0
Likelihood	entertainment	`don	1.0
Likelihood	entertainment	hunted	1.0
Likelihood	entertainment	frailties	1.0
Likelihood	entertainment	sneddon	1.0
Likelihood	entertainment	plied	1.0
Likelihood	tech	sexually	0.6
Likelihood	tech	explicit	0.8
Likelihood	entertainment	ranch.	0.5
Likelihood	politics	correctional	1.0
Likelihood	politics	scrapped.	0.5
Likelihood	politics	departments.	1.0
Likelihood	politics	reoffending.	1.0
Likelihood	politics	reoffending	1.0
Likelihood	politics	reconvicted	1.0
Likelihood	politics	ever-expanding	1.0
Likelihood	politics	council-controlled	1.0
Likelihood	politics	sps	1.0
Likelihood	politics	partnerships.	1.0
Likelihood	politics	revolving	1.0
Likelihood	entertainment	screenplay.	1.0
Likelihood	entertainment	filmmaker	1.0
Likelihood	entertainment	turvy	1.0
Likelihood	entertainment	warmth	0.5
Likelihood	politics	heartening	0.5
Likelihood	entertainment	filmmaking	1.0
Likelihood	entertainment	brits.	1.0
Likelihood	entertainment	corelli	1.0
Likelihood	entertainment	mandolin	1.0
Likelihood	entertainment	ex-children	1.0
Likelihood	entertainment	soul-singer	1.0
Likelihood	entertainment	(sag)	1.0
Likelihood	entertainment	actors.	1.0
Likelihood	entertainment	prize-fighter	1.0
Likelihood	entertainment	74-year-old	1.0
Likelihood	entertainment	accomplished	0.5
Likelihood	entertainment	farce	1.0
Likelihood	entertainment	ballots	0.5
Likelihood	entertainment	mailed	1.0
Likelihood	entertainment	sciences.	0.4
Likelihood	tech	unmask	1.0
Likelihood	tech	culprit.	1.0
Likelihood	tech	stealing	1.0
Likelihood	tech	secretive	0.6666666666666666
Likelihood	tech	snippets	1.0
Likelihood	tech	leakers	1.0
Likelihood	tech	kleinberg	1.0
Likelihood	tech	divulging	1.0
Likelihood	tech	...it	1.0
Likelihood	tech	opsahl	1.0
Likelihood	tech	consent.	1.0
Likelihood	entertainment	sleaze	1.0
Likelihood	entertainment	(ptc)	1.0
Likelihood	business	forefront	0.3333333333333333
Likelihood	entertainment	ptc	1.0
Likelihood	entertainment	171	1.0
Likelihood	entertainment	smut	1.0
Likelihood	entertainment	peddlers:	1.0
Likelihood	entertainment	881	1.0
Likelihood	entertainment	sex.	0.5
Likelihood	entertainment	bozell	1.0
Likelihood	entertainment	blatantly	0.5
Likelihood	entertainment	kids.	1.0
Likelihood	entertainment	12.	1.0
Likelihood	entertainment	raunch	1.0
Likelihood	entertainment	bowl.	1.0
Likelihood	entertainment	breast-baring	1.0
Likelihood	entertainment	jeannie	1.0
Likelihood	entertainment	kedas	1.0
Likelihood	entertainment	irresponsibility	1.0
Likelihood	entertainment	underestimating	0.5
Likelihood	tech	intellect	0.6666666666666666
Likelihood	entertainment	sophistication.	1.0
Likelihood	entertainment	tolerance.	0.5
Likelihood	politics	raid	1.0
Likelihood	politics	raynsford	1.0
Likelihood	politics	acknowledged.	1.0
Likelihood	politics	reallocated	1.0
Likelihood	politics	£512m	1.0
Likelihood	entertainment	capitalising	1.0
Likelihood	entertainment	elvis.	1.0
Likelihood	entertainment	37.	1.0
Likelihood	entertainment	ti	0.6666666666666666
Likelihood	tech	(ica).	1.0
Likelihood	tech	oxby	1.0
Likelihood	entertainment	profiles	0.5
Likelihood	tech	booths	1.0
Likelihood	tech	visually	1.0
Likelihood	tech	ica	1.0
Likelihood	tech	match-making	1.0
Likelihood	tech	flic	1.0
Likelihood	tech	soul-mate	1.0
Likelihood	tech	face-to-face.	1.0
Likelihood	tech	vulnerable.	1.0
Likelihood	tech	everett.	1.0
Likelihood	tech	twitches	1.0
Likelihood	tech	cues.	1.0
Likelihood	tech	singletons	1.0
Likelihood	tech	layer	1.0
Likelihood	tech	protection;	1.0
Likelihood	tech	wlts	1.0
Likelihood	tech	wltm.	1.0
Likelihood	tech	embarrassed.	1.0
Likelihood	tech	embarrassment.	1.0
Likelihood	tech	adult-themes	1.0
Likelihood	tech	pescatore	1.0
Likelihood	tech	chatting	1.0
Likelihood	tech	registers	1.0
Likelihood	tech	accesses	1.0
Likelihood	tech	cautioned.	1.0
Likelihood	tech	themes.	1.0
Likelihood	tech	alphabets	1.0
Likelihood	tech	cyrillic	1.0
Likelihood	tech	scammers	1.0
Likelihood	tech	internationalised	1.0
Likelihood	tech	(ukif)	1.0
Likelihood	sport	easily.	0.42857142857142855
Likelihood	tech	passwords	1.0
Likelihood	tech	ukif.	1.0
Likelihood	tech	ascii	1.0
Likelihood	tech	unicode	1.0
Likelihood	tech	paypal	1.0
Likelihood	tech	alphabet	1.0
Likelihood	tech	alphabet.	1.0
Likelihood	tech	identical	0.6
Likelihood	tech	theory.	1.0
Likelihood	tech	paypal.com	1.0
Likelihood	tech	verisign	1.0
Likelihood	tech	(idn)	1.0
Likelihood	tech	dyer.	1.0
Likelihood	tech	idn	1.0
Likelihood	tech	undetectable	1.0
Likelihood	tech	diverting	0.75
Likelihood	tech	browsers.	1.0
Likelihood	tech	idn-disabled	1.0
Likelihood	tech	centr	1.0
Likelihood	tech	registries	1.0
Likelihood	tech	agrees.	1.0
Likelihood	tech	overly-zealous	1.0
Likelihood	tech	idns	1.0
Likelihood	tech	non-english	1.0
Likelihood	sport	17-28	1.0
Likelihood	sport	workmanlike	1.0
Likelihood	sport	stringer.	1.0
Likelihood	sport	18-12	1.0
Likelihood	sport	kickable	1.0
Likelihood	sport	sparkling	1.0
Likelihood	sport	scissors	1.0
Likelihood	sport	diving	1.0
Likelihood	sport	twice-taken	1.0
Likelihood	sport	hapless	1.0
Likelihood	sport	overhead	1.0
Likelihood	sport	scooted	1.0
Likelihood	sport	maul.	1.0
Likelihood	sport	latched	1.0
Likelihood	sport	mi	1.0
Likelihood	sport	canale	1.0
Likelihood	sport	bortolami;	1.0
Likelihood	sport	ivanovic	1.0
Likelihood	sport	canberra	1.0
Likelihood	sport	straight-sets	1.0
Likelihood	sport	melinda	1.0
Likelihood	sport	czink	1.0
Likelihood	business	83	0.3333333333333333
Likelihood	sport	katarina	1.0
Likelihood	sport	srebotnik	1.0
Likelihood	sport	32nd	1.0
Likelihood	sport	round.said	1.0
Likelihood	entertainment	curzon	1.0
Likelihood	entertainment	mayfair	1.0
Likelihood	entertainment	michell	1.0
Likelihood	entertainment	pawlikowski.	1.0
Likelihood	entertainment	pedro	0.5
Likelihood	entertainment	almodovar	1.0
Likelihood	entertainment	2046.	1.0
Likelihood	entertainment	60-minute	1.0
Likelihood	entertainment	omagh	1.0
Likelihood	entertainment	mini-series.	1.0
Likelihood	entertainment	mcburney	1.0
Likelihood	entertainment	directorial	1.0
Likelihood	entertainment	seek.	1.0
Likelihood	entertainment	$22m	1.0
Likelihood	entertainment	(£11.7m)	1.0
Likelihood	entertainment	cashed	1.0
Likelihood	entertainment	widower	1.0
Likelihood	entertainment	creepy	1.0
Likelihood	entertainment	imaginary	1.0
Likelihood	entertainment	friend.	1.0
Likelihood	entertainment	lukewarm	1.0
Likelihood	entertainment	$18m	0.75
Likelihood	entertainment	(£9.5m).	1.0
Likelihood	entertainment	snyder	1.0
Likelihood	entertainment	$11.8m	1.0
Likelihood	entertainment	(£6.3m)	1.0
Likelihood	entertainment	(£4m).	1.0
Likelihood	entertainment	best-picture	1.0
Likelihood	entertainment	$6.3	1.0
Likelihood	entertainment	(£3.35m).	1.0
Likelihood	entertainment	road-trip	1.0
Likelihood	entertainment	(£9m)	1.0
Likelihood	entertainment	(£4.25m)	1.0
Likelihood	entertainment	dennis	0.3
Likelihood	entertainment	quaid	1.0
Likelihood	entertainment	precinct	1.0
Likelihood	entertainment	arduous	1.0
Likelihood	entertainment	daldry	1.0
Likelihood	entertainment	re-schedule	1.0
Likelihood	tech	rotate	0.5
Likelihood	entertainment	ballet	1.0
Likelihood	entertainment	daldry.	1.0
Likelihood	entertainment	elliots	1.0
Likelihood	entertainment	familiarise	1.0
Likelihood	entertainment	lomas	1.0
Likelihood	entertainment	mower	1.0
Likelihood	politics	rotated	0.5
Likelihood	entertainment	healy	1.0
Likelihood	entertainment	haydn	1.0
Likelihood	entertainment	gwnne	1.0
Likelihood	entertainment	wilkinson.	0.5
Likelihood	entertainment	script.	1.0
Likelihood	politics	raped	0.75
Likelihood	entertainment	genocide	0.75
Likelihood	entertainment	tutsis	0.5
Likelihood	politics	hutus	1.0
Likelihood	politics	hutu	0.6666666666666666
Likelihood	politics	militias	1.0
Likelihood	politics	taboo	1.0
Likelihood	entertainment	widowed	0.5
Likelihood	politics	orphans	1.0
Likelihood	politics	anti-retrovirals	1.0
Likelihood	politics	kayitesi	1.0
Likelihood	politics	blewitt	1.0
Likelihood	politics	(surf)	1.0
Likelihood	politics	channelled	1.0
Likelihood	tech	sited	1.0
Likelihood	tech	vandals	1.0
Likelihood	tech	georgewbush.com	1.0
Likelihood	tech	patterns	0.6923076923076923
Likelihood	tech	hackers.	1.0
Likelihood	tech	geographic	1.0
Likelihood	tech	akamai	1.0
Likelihood	entertainment	kerrang!	1.0
Likelihood	entertainment	fifth-placed	1.0
Likelihood	entertainment	paranoid.	1.0
Likelihood	entertainment	featured.	1.0
Likelihood	entertainment	pistols.	1.0
Likelihood	entertainment	muse	1.0
Likelihood	entertainment	glam	1.0
Likelihood	entertainment	judas	1.0
Likelihood	entertainment	priest	0.8333333333333334
Likelihood	entertainment	lostprophets.	1.0
Likelihood	entertainment	clog	1.0
Likelihood	entertainment	rock.	1.0
Likelihood	entertainment	hear:	1.0
Likelihood	entertainment	flower	1.0
Likelihood	entertainment	gravestone	1.0
Likelihood	entertainment	cemetery.	1.0
Likelihood	entertainment	disliked	0.5
Likelihood	entertainment	1979.	0.6666666666666666
Likelihood	entertainment	alcoholism	1.0
Likelihood	entertainment	rejoined	1.0
Likelihood	business	appoints	1.0
Likelihood	business	morrow	1.0
Likelihood	business	shiro	1.0
Likelihood	business	tsuda	1.0
Likelihood	business	slow.	1.0
Likelihood	business	58	1.0
Likelihood	business	tetsuro	1.0
Likelihood	business	tsusaka	1.0
Likelihood	sport	only:	1.0
Likelihood	business	twist	0.5
Likelihood	sport	ferguson-wenger	1.0
Likelihood	sport	pizza.	1.0
Likelihood	sport	article.	1.0
Likelihood	politics	provocation	0.75
Likelihood	sport	press)	1.0
Likelihood	sport	(concerning	1.0
Likelihood	sport	fight)	1.0
Likelihood	sport	phrase.	1.0
Likelihood	sport	diatribe	1.0
Likelihood	sport	phoned	1.0
Likelihood	sport	diatribe.	1.0
Likelihood	sport	peacemakers	1.0
Likelihood	sport	reprimanded	1.0
Likelihood	sport	(cole)	1.0
Likelihood	sport	aggressors.	1.0
Likelihood	business	losers	0.5
Likelihood	sport	paragons	1.0
Likelihood	sport	virtue.	1.0
Likelihood	sport	nightmare.	0.5
Likelihood	business	loses	0.75
Likelihood	business	(£14.5bn)	1.0
Likelihood	business	previously-unknown	1.0
Likelihood	business	state-controlled	1.0
Likelihood	business	ruling.	0.6666666666666666
Likelihood	business	declare	0.7142857142857143
Likelihood	business	misamore	1.0
Likelihood	business	houston.	1.0
Likelihood	business	rulings	1.0
Likelihood	business	confiscatory	1.0
Likelihood	business	stifled	1.0
Likelihood	entertainment	211bn	1.0
Likelihood	entertainment	(£1.08bn).	1.0
Likelihood	entertainment	20bn	0.6666666666666666
Likelihood	entertainment	(£102m)	1.0
Likelihood	entertainment	30.7bn	1.0
Likelihood	entertainment	(£157m)	1.0
Likelihood	entertainment	samurai	1.0
Likelihood	entertainment	13.8bn	1.0
Likelihood	entertainment	(£70.7m).	1.0
Likelihood	entertainment	highest-grossing	1.0
Likelihood	entertainment	62.5%.	1.0
Likelihood	entertainment	310	0.6666666666666666
Likelihood	entertainment	287	1.0
Likelihood	entertainment	497bn	1.0
Likelihood	entertainment	(£2.54bn)	1.0
Likelihood	entertainment	housemates	1.0
Likelihood	entertainment	argumentative.	1.0
Likelihood	entertainment	evicted.	1.0
Likelihood	entertainment	ex-wife	1.0
Likelihood	entertainment	escaping	1.0
Likelihood	entertainment	clubbing.	1.0
Likelihood	entertainment	loopy	1.0
Likelihood	entertainment	1/3	1.0
Likelihood	entertainment	9/4	1.0
Likelihood	tech	6gb	1.0
Likelihood	tech	4gb.	1.0
Likelihood	tech	30gb	1.0
Likelihood	tech	£40.	1.0
Likelihood	tech	microsoft-partnered	1.0
Likelihood	tech	ratcheting	0.6666666666666666
Likelihood	tech	second-generation	1.0
Likelihood	tech	sort.	0.6666666666666666
Likelihood	tech	syncing	1.0
Likelihood	tech	zens.	1.0
Likelihood	entertainment	kinross	1.0
Likelihood	entertainment	soulman	1.0
Likelihood	entertainment	sell-out	0.8
Likelihood	entertainment	attractions	0.75
Likelihood	tech	entitlement	1.0
Likelihood	politics	resorted	0.5
Likelihood	tech	pigeon	1.0
Likelihood	tech	back-office	1.0
Likelihood	business	pensioners.	0.5
Likelihood	tech	diatribes	1.0
Likelihood	politics	sympathy	0.75
Likelihood	tech	fragile.	1.0
Likelihood	tech	interconnectedness	1.0
Likelihood	sport	unpredictability	0.5
Likelihood	tech	godel	1.0
Likelihood	tech	theorem	1.0
Likelihood	tech	catastrophically.	1.0
Likelihood	business	consequence	0.5
Likelihood	tech	excused	1.0
Likelihood	tech	legionnaire	1.0
Likelihood	tech	privilege.	1.0
Likelihood	tech	evidently	1.0
Likelihood	politics	betrayal	0.5
Likelihood	business	lengthened	1.0
Likelihood	business	surveyors	1.0
Likelihood	business	surveyor	1.0
Likelihood	business	surveyor.	1.0
Likelihood	business	unsold	1.0
Likelihood	business	67	1.0
Likelihood	business	properties.	0.3333333333333333
Likelihood	business	occurring	0.6666666666666666
Likelihood	business	rics	1.0
Likelihood	business	consolidate.	1.0
Likelihood	business	rightmove	1.0
Likelihood	business	£190	1.0
Likelihood	business	329	1.0
Likelihood	business	£189	1.0
Likelihood	business	733	1.0
Likelihood	business	stabilised	1.0
Likelihood	business	anticipating	1.0
Likelihood	entertainment	precedence	1.0
Likelihood	entertainment	over...	0.5
Likelihood	entertainment	toured.	1.0
Likelihood	entertainment	fender	1.0
Likelihood	entertainment	stratocaster	1.0
Likelihood	entertainment	chemistry	0.6666666666666666
Likelihood	entertainment	[free	1.0
Likelihood	entertainment	hit]	1.0
Likelihood	entertainment	blindingly	1.0
Likelihood	entertainment	teamed	0.75
Likelihood	entertainment	induction	0.6
